"payment_month","user_id","language","age","game_name","total_revenue","new_mrr","back_from_churn_revenue","churned_revenue","expansion_revenue","contraction_revenue","churn_month"
2022-08-01,A6QTeGOKjaGkGkRCFqNybw==,ru,33,game 3,43.86,43.86,,43.86,,,2022-08-01
2022-08-01,ABuPH1LovAomZwU+2iw0Lw==,uk,18,game 3,51.00,51.00,,,,,
2022-08-01,An7gG7hfETivAjfokQv3Ww==,uk,23,game 3,90.99,,,,45.96,,
2022-08-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,game 3,43.23,,,,29.52,,
2022-08-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,game 3,64.80,,,,44.01,,
2022-08-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,game 3,73.38,,,,58.17,,
2022-08-01,bBOj8UKjraXzMIPrGBdCrQ==,uk,28,game 3,27.60,27.60,,,,,
2022-08-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,game 3,73.38,,,,,-33.21,
2022-08-01,BDvlXttM/hbupcLic+5ZWg==,uk,29,game 3,13.59,,13.59,,,,
2022-08-01,BOcGlFXXESDUbttxDzQIQw==,uk,32,game 3,88.29,88.29,,,,,
2022-08-01,BTD3ZjLKfkT6ZRBT9zRwtg==,uk,14,game 3,35.79,,,35.79,22.89,,2022-08-01
2022-08-01,c5qsNfxhW80Ws3aBXDa1nA==,uk,18,game 3,15.78,15.78,,,,,
2022-08-01,crKNTIblJ0113SKEtSJQHw==,uk,16,game 3,40.47,,,,,-66.78,
2022-08-01,cv6g2/jSkR+FwO58WY85DQ==,uk,20,game 3,55.47,55.47,,,,,
2022-08-01,d7kiN4CYGndV2/L4yQeZ4g==,ru,19,game 3,42.60,42.60,,,,,
2022-08-01,D9Bdgp+w/syZMU61LudzFQ==,uk,19,game 3,16.41,16.41,,,,,
2022-08-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,game 3,48.21,,,,,-5.10,
2022-08-01,Dbff3x5cRk6/tUY3WQdzFQ==,uk,21,game 3,46.71,,,,,-54.12,
2022-08-01,DcYWdg5xq9/5Yd7SaaVhZw==,uk,32,game 3,29.49,29.49,,,,,
2022-08-01,DorDcyqBWMg5IEaflqn5Xw==,ru,23,game 3,58.92,,58.92,,,,
2022-08-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,game 3,92.13,,,,80.10,,
2022-08-01,dQAFHVkiiCKfawYALbHZeA==,uk,26,game 3,14.64,,,14.64,,-1.74,2022-08-01
2022-08-01,dVTYjVpXbOM/sOgCq4CV0g==,uk,25,game 3,41.31,41.31,,,,,
2022-08-01,dxXTsxsoGNYPn+1rVBAUww==,uk,33,game 3,13.98,13.98,,,,,
2022-08-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,game 3,78.39,,,,,-70.59,
2022-08-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,game 3,40.14,,,,8.28,,
2022-08-01,eLWkkjmSeHVGjb9tp+CJpQ==,uk,19,game 3,61.95,,,,39.45,,
2022-08-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,game 3,43.71,,,,,-17.01,
2022-08-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,game 3,65.52,,,,25.65,,
2022-08-01,F03P4YcFbbtcWUlujjIQmQ==,ru,20,game 3,37.23,,,,3.99,,
2022-08-01,F9Jtg6+0qPUKWDgBJxG8cA==,ru,18,game 3,30.39,,,30.39,,-1.20,2022-08-01
2022-08-01,fDgyPW0yy0+9ietMvl0vmA==,ru,18,game 3,65.34,,,65.34,32.40,,2022-08-01
2022-08-01,FLqAK4qKiMkvlLBgGwbBnQ==,ru,31,game 3,53.28,,53.28,,,,
2022-08-01,fNc4x9raJu2OBcbtEloM7A==,ru,35,game 3,15.84,15.84,,15.84,,,2022-08-01
2022-08-01,fuL+cD0zV6Gn4ypTYmXUgw==,uk,16,game 3,57.60,,,,0.21,,
2022-08-01,fvYhEtD56gROaXqCi9/z/Q==,uk,19,game 3,133.05,,,,60.48,,
2022-08-01,G9053rs6jbKItKUhrUdLew==,uk,27,game 3,41.94,,,,,-5.07,
2022-08-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,game 3,30.18,,,,,-76.89,
2022-08-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,game 3,77.82,,,77.82,31.86,,2022-08-01
2022-08-01,GjL6ipu28pHPFxZJPuplNQ==,uk,28,game 3,16.44,16.44,,16.44,,,2022-08-01
2022-08-01,GOl6BQXsy0zvbvIWIoKEQw==,ru,18,game 3,76.23,,,,,-38.52,
2022-08-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,game 3,17.4,,,,,-67.77,
2022-08-01,gT0iqDKuIXNm4ceMd9eZ1A==,uk,20,game 3,57.78,,,,,-34.41,
2022-08-01,gxZPbCoYIu8slavUm05KGA==,ru,14,game 3,19.8,19.8,,,,,
2022-08-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,game 3,36.27,,,,,-19.62,
2022-08-01,hi1ErLiMLDP0HWvMqLKv6g==,ru,18,game 3,32.13,,,,,-85.65,
2022-08-01,HWpnvfSvYzUsQCcCKhetIg==,uk,19,game 3,102.48,,,,74.25,,
2022-08-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,game 3,71.64,,,,29.97,,
2022-08-01,HZqx1XVZ1mb7lM9T61x+DA==,ru,43,game 3,13.47,,13.47,13.47,,,2022-08-01
2022-08-01,ICBVvRc9TR+qF7IoBfEWsQ==,uk,18,game 3,44.37,44.37,,,,,
2022-08-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,game 3,54.24,,,,,-30.21,
2022-08-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,game 3,18.42,,,,,-30.36,
2022-08-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,game 3,58.23,,,,41.16,,
2022-08-01,jKSOgyMP0Yzld1pVpvyYrg==,uk,36,game 3,26.31,,26.31,26.31,,,2022-08-01
2022-08-01,Jp0hnV9XOJGVV5jpFhlqgQ==,uk,25,game 3,56.10,,56.10,56.10,,,2022-08-01
2022-08-01,juwM8fLyplCQTgKTP8dJgQ==,ru,34,game 3,13.65,,,,,-1.80,
2022-08-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,game 3,24.09,,,,,-12.12,
2022-08-01,JZddlB04roDQYT2zrRPBcA==,uk,44,game 3,12.45,12.45,,12.45,,,2022-08-01
2022-08-01,kAGCRMpNBghYDdEZ7r3Ptg==,en,31,game 2,12.93,12.93,,12.93,,,2022-08-01
2022-08-01,L8+KU8u6xftnkFVO501X7w==,uk,30,game 3,14.55,,,14.55,0.51,,2022-08-01
2022-08-01,lJW2nxFOiXDfsmSrwGsFQw==,uk,20,game 3,69.18,69.18,,,,,
2022-08-01,Lug+Yg90jslWgHEN6dc+Ng==,uk,21,game 3,58.50,,,58.50,,-34.86,2022-08-01
2022-08-01,lx3SsUV7NOrv93tCexVp5A==,uk,16,game 3,17.22,,,,,-18.99,
2022-08-01,m7Hk77dySHBbxrKgro1Hjg==,uk,30,game 3,18.84,,,18.84,,-3.93,2022-08-01
2022-08-01,mcbWtEz8ADI9GXCi1lfaSA==,uk,17,game 3,16.05,16.05,,16.05,,,2022-08-01
2022-08-01,mEtO8F+CRPGmaJ8SHa7BbA==,uk,32,game 3,26.70,26.70,,,,,
2022-08-01,MRcEXu/KG95hsIyJM/816A==,uk,32,game 3,26.13,,,,11.40,,
2022-08-01,MSxDpyVU8A+9Wgmnb8b1IQ==,uk,14,game 3,68.43,68.43,,,,,
2022-08-01,mTha7D/MRe45dQaUAEKV3g==,uk,42,game 3,14.73,14.73,,14.73,,,2022-08-01
2022-08-01,mXihLMwkG8RgO1jsFnJXnA==,uk,32,game 3,12.75,12.75,,,,,
2022-08-01,nklUUkirU5GYU5ZtNOgx8w==,ru,20,game 3,42.84,,42.84,42.84,,,2022-08-01
2022-08-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,game 3,15.33,,,,,-68.37,
2022-08-01,o55dseByUOl9s5IQCz1kuQ==,uk,22,game 3,15.42,,,15.42,0.39,,2022-08-01
2022-08-01,O6owe/pXDy1Bk5nfxuCZyw==,ru,20,game 3,39.30,39.30,,39.30,,,2022-08-01
2022-08-01,ojVPXYZw2oeGtcmG7LcLGA==,en,20,game 3,58.02,,,,1.98,,
2022-08-01,oQQmPjqm7DR+exPmp6xDhg==,uk,30,game 3,13.2,,,13.2,0.78,,2022-08-01
2022-08-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,game 3,141.48,,,,72.33,,
2022-08-01,+osJakLn8jv4bzFmPieelw==,uk,30,game 3,13.29,13.29,,,,,
2022-08-01,Ox0UcaMHdCuTLe5/JQrJMQ==,ru,18,game 3,36.54,,,36.54,8.19,,2022-08-01
2022-08-01,p0Ysy5XSVvKlZbKqzjyJgQ==,uk,25,game 3,14.85,,,14.85,,-7.17,2022-08-01
2022-08-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,game 3,129.75,,,,,-21.69,
2022-08-01,PWvj9YoQTtX9FGLgG1CWJQ==,uk,16,game 3,18.69,18.69,,18.69,,,2022-08-01
2022-08-01,PydH3c1l9bUvwz7hsiaBOg==,uk,17,game 3,32.55,32.55,,,,,
2022-08-01,pz7LUOs9i7xgncmHVxQvOw==,ru,24,game 3,36.57,,,36.57,,-16.20,2022-08-01
2022-08-01,q8UcdT1sZCl07AqhDVz5ZA==,uk,15,game 3,115.14,115.14,,,,,
2022-08-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,game 3,48.51,,,,,-30.27,
2022-08-01,qmZRB16NnnCdNHWUcSyVDQ==,ru,37,game 3,42.87,,,,,-44.04,
2022-08-01,QoHEss2e+b385deeX2p39Q==,ru,22,game 3,71.43,,,,,-28.05,
2022-08-01,qqYyR2vRI+7pgiuyTnVM+A==,ru,19,game 3,41.31,,,,14.28,,
2022-08-01,q+yzIb2a/avnS9k89SDQVw==,uk,19,game 3,25.83,25.83,,25.83,,,2022-08-01
2022-08-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,game 3,205.05,,,,38.67,,
2022-08-01,R6aBG9TzvghZNNmGufy5NQ==,ru,33,game 3,12.36,12.36,,12.36,,,2022-08-01
2022-08-01,r9AjQVS2nstu5lpVmDlihA==,ru,22,game 3,29.52,,,29.52,4.68,,2022-08-01
2022-08-01,RiIlY436bXNX8MIW9vUaAQ==,uk,18,game 3,25.29,25.29,,,,,
2022-08-01,RoTHCVmIeMQXudXxn3ykNw==,uk,21,game 3,43.62,43.62,,,,,
2022-08-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,game 3,55.92,,,,26.58,,
2022-08-01,RUjQVs2C+H0ejG0h7x1f5A==,uk,22,game 3,59.88,59.88,,59.88,,,2022-08-01
2022-08-01,rw8yxS9+t5PvgINa7EhMvQ==,uk,18,game 3,42.51,,,,,-29.94,
2022-08-01,sQqTFx1o31w2foAIr2LKNw==,uk,32,game 3,35.79,35.79,,,,,
2022-08-01,SwiAKdzn0b+A4XegM5x0Hw==,uk,16,game 3,12.09,12.09,,,,,
2022-08-01,to3TWHIKMGoINAlfTdWn+w==,uk,28,game 3,19.92,,,19.92,4.05,,2022-08-01
2022-08-01,tUlbh1G7KYRxmBaQk4RPIw==,uk,34,game 3,12.18,12.18,,,,,
2022-08-01,UFVjte0RzYKTngAiVvjqPQ==,uk,17,game 3,13.14,13.14,,,,,
2022-08-01,UNcp1RmIObUiGNqLDHjNVw==,uk,16,game 3,38.19,,38.19,,,,
2022-08-01,+uszcWROLhovU7doCmFOiQ==,uk,18,game 2,22.65,22.65,,22.65,,,2022-08-01
2022-08-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,game 3,73.41,,,,5.85,,
2022-08-01,va4krMfpHwzELV/AUI7WHQ==,uk,20,game 3,21.12,21.12,,,,,
2022-08-01,VAduzk1Og0uicXfMLD3VbQ==,uk,25,game 3,42.72,42.72,,,,,
2022-08-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,game 3,69.36,,,,38.10,,
2022-08-01,VGEh7S+cxW9PT7H8KNgEGQ==,uk,24,game 3,324.15,324.15,,,,,
2022-08-01,Vn7Z6/B2x4f/w8R6xVfw5w==,uk,18,game 3,73.20,,,,51.39,,
2022-08-01,VzxrkGURuahRUx/43mjAFQ==,uk,37,game 3,39.48,,,39.48,22.32,,2022-08-01
2022-08-01,wA+Rd++M6EKUppqQeb+pTw==,uk,20,game 3,15.6,15.6,,,,,
2022-08-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,game 3,103.71,,,,26.79,,
2022-08-01,WMcncRFNp4e91e/Y3CwEvQ==,uk,23,game 3,41.16,,,,27.12,,
2022-08-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,game 3,26.31,,,,,-7.44,
2022-08-01,xiXTXOEbWU+HnGOUmgc9/w==,uk,20,game 3,13.47,,,13.47,,-32.28,2022-08-01
2022-08-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,game 3,12.6,,,,,-43.74,
2022-08-01,+XPKfmhBmI2NdGQ96Iaysg==,uk,38,game 3,18.48,,,,,-12.66,
2022-08-01,xSi5UajdkNHXppWOTm6g8w==,uk,20,game 3,91.56,,,,52.35,,
2022-08-01,xt/PY4N2zkZQgtlZ9Cg82w==,ru,24,game 3,17.46,,,,,-89.85,
2022-08-01,xVwGwMaEG1yZydv5VIfEQA==,uk,22,game 3,17.94,,,,2.07,,
2022-08-01,yH7KH2AG/PGgQiNV7uTTGg==,ru,19,game 3,14.88,14.88,,14.88,,,2022-08-01
2022-08-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,uk,28,game 3,30.39,,,,15.75,,
2022-08-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,game 3,34.86,,,,,-28.77,
2022-08-01,ytNOQh7e6qNGQNC0T3RBxw==,ru,26,game 3,40.83,,,,26.70,,
2022-08-01,zeu++qOqokuGcT0ghN97bQ==,ru,34,game 3,59.34,59.34,,59.34,,,2022-08-01
2022-08-01,ZgTMXDOYCQOiAw4VI8H7AA==,uk,25,game 3,90.63,,,,69.00,,
2022-08-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,game 3,81.84,,,,63.09,,
2022-08-01,ZmnZeh2zth0OyQaAzd6eTA==,uk,41,game 3,13.74,13.74,,13.74,,,2022-08-01
2022-08-01,zmZPan/KZoyrIR2r/SvLdA==,ru,15,game 3,74.31,,,,3.42,,
2022-08-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,game 3,36.18,,,,21.78,,
2022-08-01,ZU1vF9G4TjB+iEZ001MU3g==,ru,29,game 3,23.1,,,23.1,0.9,,2022-08-01
2022-09-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,game 3,48.72,,,,29.82,,
2022-09-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,game 3,35.49,,,,,-5.34,
2022-09-01,"0afix9qVNfU3GJY1n0QGkw==",uk,25,game 3,32.28,32.28,,,,,
2022-09-01,"1BBMagZRq/39AV1l2rm4Iw==",ru,23,game 3,34.8,,,,,-54.24,
2022-09-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,game 3,13.71,,,,,-7.47,
2022-09-01,"1KzlDBp5hORL7Y5PBaB+0g==",uk,22,game 3,58.20,58.20,,,,,
2022-09-01,"1tIsLi6U0zW1RIuaViNanA==",uk,20,game 3,33.36,33.36,,,,,
2022-09-01,"2KL9Q4TKLCcD4cngwhx6Dg==",ru,18,game 3,14.04,14.04,,,,,
2022-09-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",uk,23,game 3,12.12,,12.12,,,,
2022-09-01,"3iITAz/ADjFv3PDTgTjxSg==",ru,16,game 3,18.72,,,18.72,,-78.36,2022-09-01
2022-09-01,"3KHhqZr7/1n2+bTP13WuXA==",uk,16,game 3,48.27,,,,28.08,,
2022-09-01,"3Whh6FLR1MSfsuHKVdCEYQ==",uk,21,game 3,19.74,,,19.74,2.58,,2022-09-01
2022-09-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,game 3,34.32,,,,14.46,,
2022-09-01,"4b7l8C489HEJirtoe7xtFg==",uk,20,game 3,18.24,,,18.24,1.68,,2022-09-01
2022-09-01,"4btLP2zvi8eBV0t08fdkKQ==",ru,20,game 3,23.34,,,23.34,,-24.57,2022-09-01
2022-09-01,"4EiWC2ewiX2A7i9NuBAefQ==",uk,18,game 3,18.69,18.69,,,,,
2022-09-01,"5n2VR2SS79K3vJ0/V2A8RQ==",ru,27,game 3,32.04,,,32.04,,-15.09,2022-09-01
2022-09-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,game 3,41.55,,,,19.68,,
2022-09-01,"72brUr/DKItStlTen5pHYg==",uk,24,game 3,18.3,,,,,-12.33,
2022-09-01,"75lEf3nSWLSf6GncqhR9gQ==",ru,22,game 3,13.8,,13.8,13.8,,,2022-09-01
2022-09-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,game 3,50.61,,,,,-25.68,
2022-09-01,"7BqUeLmbiug63XrWs2+ZQQ==",ru,15,game 3,14.01,,,,,-18.93,
2022-09-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,game 3,45.15,,,,4.41,,
2022-09-01,"7GCGwypiXsxGxetp6/KmnA==",uk,31,game 3,63.30,,,63.30,33.09,,2022-09-01
2022-09-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,game 3,90.87,,,,,-13.83,
2022-09-01,"7luG+f1d+Ri4AjeMbFR1Xw==",uk,29,game 3,15.06,,15.06,15.06,,,2022-09-01
2022-09-01,"7SeM1pmnTTTXfhI+x3ldng==",ru,22,game 3,22.71,,,,,-32.85,
2022-09-01,"7vnYIRqjBNlAyBbtPg02tQ==",uk,21,game 3,73.29,,,,,-8.79,
2022-09-01,"7YaJfLI3RPGUEN2esrQxsQ==",ru,15,game 3,35.28,35.28,,35.28,,,2022-09-01
2022-09-01,"7zai/c69uF/NhB95HgKuYw==",uk,16,game 3,48.48,,,,,-26.67,
2022-09-01,"8ncYOMYXeKDelzX40EnuLA==",uk,19,game 3,35.61,,,35.61,,-123.15,2022-09-01
2022-09-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,game 3,15.63,,,,,-30.66,
2022-09-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,game 3,19.56,,,,4.35,,
2022-09-01,ABuPH1LovAomZwU+2iw0Lw==,uk,18,game 3,19.56,,,19.56,,-31.44,2022-09-01
2022-09-01,An7gG7hfETivAjfokQv3Ww==,uk,23,game 3,47.52,,,,,-43.47,
2022-09-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,game 3,63.93,,,,20.70,,
2022-09-01,aujnuJ9eBYK+yGF15TtUkw==,en,35,game 2,33.57,33.57,,,,,
2022-09-01,AuJNw7SH8b7lM4j46bNr8A==,en,28,game 3,18.33,18.33,,,,,
2022-09-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,game 3,44.67,,,,,-20.13,
2022-09-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,game 3,18.24,,,,,-55.14,
2022-09-01,bBOj8UKjraXzMIPrGBdCrQ==,uk,28,game 3,29.07,,,,1.47,,
2022-09-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,game 3,76.02,,,,2.64,,
2022-09-01,BDvlXttM/hbupcLic+5ZWg==,uk,29,game 3,41.55,,,,27.96,,
2022-09-01,BE42Fj9cBAbbch80IpA8Dw==,uk,30,game 3,15.57,15.57,,,,,
2022-09-01,BJlqmsfEshc/QjsD7VgEjg==,ru,18,game 3,21.51,,21.51,21.51,,,2022-09-01
2022-09-01,BLnx9pj0y+SVkckLR/01qw==,uk,25,game 3,41.55,41.55,,,,,
2022-09-01,BOcGlFXXESDUbttxDzQIQw==,uk,32,game 3,99.45,,,,11.16,,
2022-09-01,bZDMuXKM3RFajmZa/yIpsw==,uk,23,game 3,14.55,14.55,,,,,
2022-09-01,c5qsNfxhW80Ws3aBXDa1nA==,uk,18,game 3,71.82,,,,56.04,,
2022-09-01,CfgvA7ntuRJL/qdscwgMVw==,ru,24,game 3,43.83,43.83,,43.83,,,2022-09-01
2022-09-01,cOCixiBbcAHemYgbNdoTcw==,uk,20,game 3,42.81,,42.81,,,,
2022-09-01,crKNTIblJ0113SKEtSJQHw==,uk,16,game 3,51.57,,,,11.10,,
2022-09-01,cv6g2/jSkR+FwO58WY85DQ==,uk,20,game 3,30.72,,,30.72,,-24.75,2022-09-01
2022-09-01,d7kiN4CYGndV2/L4yQeZ4g==,ru,19,game 3,26.64,,,,,-15.96,
2022-09-01,D9Bdgp+w/syZMU61LudzFQ==,uk,19,game 3,21.06,,,21.06,4.65,,2022-09-01
2022-09-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,game 3,54.15,,,,5.94,,
2022-09-01,Dbff3x5cRk6/tUY3WQdzFQ==,uk,21,game 3,64.08,,,64.08,17.37,,2022-09-01
2022-09-01,DcYWdg5xq9/5Yd7SaaVhZw==,uk,32,game 3,13.14,,,13.14,,-16.35,2022-09-01
2022-09-01,DorDcyqBWMg5IEaflqn5Xw==,ru,23,game 3,85.05,,,85.05,26.13,,2022-09-01
2022-09-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,game 3,61.56,,,,,-30.57,
2022-09-01,dSGXNzIxO3joRVr1Eem+WQ==,uk,29,game 3,15.72,15.72,,,,,
2022-09-01,dVTYjVpXbOM/sOgCq4CV0g==,uk,25,game 3,127.20,,,,85.89,,
2022-09-01,dxXTsxsoGNYPn+1rVBAUww==,uk,33,game 3,16.05,,,,2.07,,
2022-09-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,game 3,70.14,,,,,-8.25,
2022-09-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,game 3,22.92,,,,,-17.22,
2022-09-01,Ej00UDBb0OBlQliAnSIp+g==,uk,15,game 3,42.54,42.54,,42.54,,,2022-09-01
2022-09-01,eLWkkjmSeHVGjb9tp+CJpQ==,uk,19,game 3,31.29,,,31.29,,-30.66,2022-09-01
2022-09-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,game 3,13.89,,,,,-29.82,
2022-09-01,EPRgsEIjWdzmRbzsHZ48zg==,uk,25,game 3,62.16,62.16,,,,,
2022-09-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,game 3,57.27,,,57.27,,-8.25,2022-09-01
2022-09-01,F03P4YcFbbtcWUlujjIQmQ==,ru,20,game 3,79.08,,,,41.85,,
2022-09-01,f9cWBjiN4c8lXAkBhdqK6Q==,uk,21,game 3,23.13,23.13,,,,,
2022-09-01,FbbhrtuL39vfmatF2ObVfA==,uk,16,game 3,42.60,42.60,,,,,
2022-09-01,FfphIhReAA2romBynjqxqw==,uk,19,game 3,70.80,70.80,,70.80,,,2022-09-01
2022-09-01,FgwYf9VO+gnaxZ7EXY0CkQ==,uk,39,game 3,14.88,14.88,,14.88,,,2022-09-01
2022-09-01,FLqAK4qKiMkvlLBgGwbBnQ==,ru,31,game 3,44.70,,,,,-8.58,
2022-09-01,Fqu+/F0rn1G4YP3f3yHA1Q==,uk,21,game 3,29.34,,29.34,,,,
2022-09-01,fuL+cD0zV6Gn4ypTYmXUgw==,uk,16,game 3,96.66,,,,39.06,,
2022-09-01,fvYhEtD56gROaXqCi9/z/Q==,uk,19,game 3,52.32,,,,,-80.73,
2022-09-01,G073LR6lQoatStpZMzNVOQ==,uk,25,game 3,35.10,35.10,,,,,
2022-09-01,G9053rs6jbKItKUhrUdLew==,uk,27,game 3,64.95,,,64.95,23.01,,2022-09-01
2022-09-01,GEAVJz1gd3SThbDZR01fcA==,uk,14,game 3,60.06,,60.06,,,,
2022-09-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,game 3,22.92,,,,,-7.26,
2022-09-01,GOl6BQXsy0zvbvIWIoKEQw==,ru,18,game 3,18.27,,,,,-57.96,
2022-09-01,G+PCL1Jo+k4D3zpLGa3+aQ==,uk,25,game 3,18.12,18.12,,,,,
2022-09-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,game 3,53.52,,,,36.12,,
2022-09-01,gT0iqDKuIXNm4ceMd9eZ1A==,uk,20,game 3,49.95,,,,,-7.83,
2022-09-01,gxZPbCoYIu8slavUm05KGA==,ru,14,game 3,49.50,,,,29.70,,
2022-09-01,H2Tik+BqoLgAQX4uSw/8vA==,uk,30,game 3,26.73,,26.73,26.73,,,2022-09-01
2022-09-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,game 3,20.91,,,,,-15.36,
2022-09-01,hi1ErLiMLDP0HWvMqLKv6g==,ru,18,game 3,79.56,,,,47.43,,
2022-09-01,HJccOn6v5KHqBa8wRu42oQ==,uk,20,game 3,28.14,,28.14,28.14,,,2022-09-01
2022-09-01,HWpnvfSvYzUsQCcCKhetIg==,uk,19,game 3,36.90,,,,,-65.58,
2022-09-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,game 3,42.72,,,,,-28.92,
2022-09-01,I8yTxTfERu6jtLOfWB0dFQ==,ru,33,game 3,43.29,43.29,,43.29,,,2022-09-01
2022-09-01,ICBVvRc9TR+qF7IoBfEWsQ==,uk,18,game 3,41.91,,,,,-2.46,
2022-09-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,game 3,41.61,,,41.61,,-12.63,2022-09-01
2022-09-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,game 3,53.94,,,,35.52,,
2022-09-01,iFnn4bfYgNs8OS5MCcLjeA==,uk,28,game 3,27.93,,27.93,,,,
2022-09-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,game 3,50.19,,,50.19,,-8.04,2022-09-01
2022-09-01,jQW6YmVUlZdePPY7F9NgMg==,uk,30,game 3,12.12,12.12,,,,,
2022-09-01,juwM8fLyplCQTgKTP8dJgQ==,ru,34,game 3,49.89,,,,36.24,,
2022-09-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,game 3,42.39,,,,18.30,,
2022-09-01,K/6KHxREKTlFZXRfBNVNuQ==,ru,19,game 3,31.53,,31.53,,,,
2022-09-01,lJW2nxFOiXDfsmSrwGsFQw==,uk,20,game 3,66.33,,,,,-2.85,
2022-09-01,LO9NuZYI6zP2HXEBAS4wpw==,uk,23,game 3,15.78,15.78,,,,,
2022-09-01,lx3SsUV7NOrv93tCexVp5A==,uk,16,game 3,23.85,,,,6.63,,
2022-09-01,MAkig8NeMsTs73r6K0uDpA==,uk,20,game 3,14.55,14.55,,,,,
2022-09-01,mEtO8F+CRPGmaJ8SHa7BbA==,uk,32,game 3,27.12,,,,0.42,,
2022-09-01,MjzYQ3OFStqCMS3HzrxA2g==,ru,27,game 3,15.33,15.33,,15.33,,,2022-09-01
2022-09-01,MRcEXu/KG95hsIyJM/816A==,uk,32,game 3,14.67,,,,,-11.46,
2022-09-01,MSxDpyVU8A+9Wgmnb8b1IQ==,uk,14,game 3,27.54,,,,,-40.89,
2022-09-01,mXihLMwkG8RgO1jsFnJXnA==,uk,32,game 3,26.31,,,26.31,13.56,,2022-09-01
2022-09-01,nNZDz4XCOjUv0OfYF+AAGg==,uk,25,game 3,40.38,40.38,,40.38,,,2022-09-01
2022-09-01,Np8MbaAllrt9d2F+g1ZvJQ==,uk,22,game 3,121.02,121.02,,,,,
2022-09-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,game 3,17.16,,,,1.83,,
2022-09-01,OAAGTJfPU2ECPJT1KYm2ZQ==,uk,22,game 3,22.14,22.14,,,,,
2022-09-01,ojVPXYZw2oeGtcmG7LcLGA==,en,20,game 3,35.67,,,35.67,,-22.35,2022-09-01
2022-09-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,game 3,54.45,,,,,-87.03,
